trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,MathsFailCounter,key_resp_4.keys,key_resp_4.rt,text_13.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,4,2200.5112344999798,2200.5112344999798,2203.5137097999686,2204.51535589993,None,2204.51535589993,2204.51535589993,1,330.34810004755855,space,0.33034810004755855,2204.8650907999836,2205.3653915999457,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,3,2205.3653915999457,2205.3653915999457,2207.3668797999853,2208.368543699966,None,2208.368543699966,2208.368543699966,1,351.1132999556139,space,0.3511132999556139,2208.7347212999593,2209.2353181999642,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,4,2209.2353181999642,2209.2353181999642,2212.237538699992,2213.240004400024,None,2213.240004400024,2213.240004400024,1,374.8133999761194,space,0.3748133999761194,2213.6398048999254,2214.156253599911,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,1,2214.156253599911,2214.156253599911,2214.156253599911,2215.1578610999277,None,2215.1578610999277,2215.1578610999277,1,428.2050000037998,space,0.4282050000037998,2215.6070359000005,2216.108286999981,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,2,2216.108286999981,2216.108286999981,2217.1091029000236,2218.109921599971,None,2218.109921599971,2218.109921599971,1,354.01000001002103,space,0.35401000001002103,2218.493573099957,2218.993604499963,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,4,2218.993604499963,2218.993604499963,2221.9958690999774,2222.998406299972,None,2222.998406299972,2222.998406299972,1,321.3980000000447,space,0.3213980000000447,2223.347502099932,2223.847132100025,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,2,2223.847132100025,2223.847132100025,2224.8484408999793,2225.84843969997,None,2225.84843969997,2225.84843969997,1,475.06059997249395,space,0.47506059997249395,2226.3488348999526,2226.8499126000097,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,2,2226.8499126000097,2226.8499126000097,2227.8523791999323,2228.852070599911,None,2228.852070599911,2228.852070599911,1,352.8183000162244,space,0.3528183000162244,2229.2360747000203,2229.735641999985,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,2,2229.735641999985,2229.735641999985,2230.7378711999627,2231.737115100026,None,2231.737115100026,2231.737115100026,1,396.78640000056475,space,0.39678640000056475,2232.228235299932,2232.739487899933,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2232.739487899933,2232.739487899933,space,1.9232933999737725,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2234.7053759999108,2234.7053759999108,0,6,7.321507199900225,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242.5147521999897,2242.5147521999897,0,1,5.823388600023463,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2248.734164400026,2248.734164400026,0,3,5.351306099910289,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254.5056886000093,2254.5056886000093,0,0,3.6740113999694586,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2258.578228599974,2258.578228599974,0,1,3.983472599997185,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2263.063447399996,2263.063447399996,0,0,2.1473804000997916,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.614813299966,2265.614813299966,1,5,8.199107700027525,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2274.32249089994,2274.32249089994,1,9,11.607921799994074,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2286.3649804999586,2286.3649804999586,0,9,5.177187700057402,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2291.97033739998,2291.97033739998,0,8,4.6086719000013545,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296.991712099989,2296.991712099989,0,7,2.9249267999548465,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.4495947000105,2300.4495947000105,1,9,7.10118490003515,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2308.0170617999975,2308.0170617999975,0,8,13.034871299983934,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2321.5292228999315,2321.5292228999315,0,0,5.865154600003734,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327.8689367999323,2327.8689367999323,0,8,16.26800080004614,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344.613824900007,2344.613824900007,0,7,5.052894699969329,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.238361799973,2350.238361799973,,1,4.3556099000852555,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360.827902299934,3360.827902299934,space,144.70405070006382,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3505.561009799945,3505.561009799945,space,1.4266546999569982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,4,3507.012187400018,3507.012187400018,3510.0149296999443,3511.0334221000085,None,3511.0334221000085,3511.0334221000085,1,422.9525999398902,space,0.4229525999398902,3511.499117099913,3511.9995419000043,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,3,3511.9995419000043,3511.9995419000043,3514.001864799997,3515.003482799977,None,3515.003482799977,3515.003482799977,1,384.48150001931936,space,0.38448150001931936,3515.4029147999827,3515.9027900999645,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,4,3515.9027900999645,3515.9027900999645,3518.9057334000245,3519.9060325999744,None,3519.9060325999744,3519.9060325999744,1,363.07960003614426,space,0.36307960003614426,3520.2899279999547,3520.790183099918,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,4,3520.790183099918,3520.790183099918,3523.793172899983,3524.79329349997,None,3524.79329349997,3524.79329349997,1,373.8335999660194,space,0.3738335999660194,3525.2111546000233,3525.729134599911,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,4,3525.729134599911,3525.729134599911,3528.7318672999972,3529.731109599932,None,3529.731109599932,3529.731109599932,1,431.52110010851175,space,0.43152110010851175,3530.181718499982,3530.681552299997,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,4,3530.681552299997,3530.681552299997,3533.685576900025,3534.686447600019,None,3534.686447600019,3534.686447600019,1,384.3590000178665,space,0.3843590000178665,3535.103112599929,3535.6047067999607,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,4,3535.6047067999607,3535.6047067999607,3538.6051947999513,3539.606802799972,None,3539.606802799972,3539.606802799972,1,444.18560003396124,space,0.44418560003396124,3540.090225599939,3540.5903829999734,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,3,3540.5903829999734,3540.5903829999734,3542.592176200007,3543.5926047000103,None,3543.5926047000103,3543.5926047000103,1,430.1477000117302,space,0.4301477000117302,3544.0601997999474,3544.5599959000247,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,3,3544.5599959000247,3544.5599959000247,3546.5618613999104,3547.5637493999675,None,3547.5637493999675,3547.5637493999675,1,492.02150001656264,space,0.49202150001656264,3548.096691399929,3548.59668409999,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,3,3548.59668409999,3548.59668409999,3550.5987517000176,3551.5993653999176,None,3551.5993653999176,3551.5993653999176,1,631.377299898304,space,0.631377299898304,3552.2663762000157,3552.7670797000173,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,2,3552.7670797000173,3552.7670797000173,3553.7689786999254,3554.769817000022,None,3554.769817000022,3554.769817000022,1,432.2044000728056,space,0.4322044000728056,3555.309611000004,3555.8209156999364,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,4,3555.8209156999364,3555.8209156999364,3558.8219363000244,3559.878671400016,None,3559.878671400016,3559.878671400016,1,413.47759997006506,space,0.41347759997006506,3560.3751309999498,3560.890932900016,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,4,3560.890932900016,3560.890932900016,3563.8928453000262,3564.893579699914,None,3564.893579699914,3564.893579699914,1,386.936999973841,space,0.386936999973841,3565.294115299941,3565.7946521999547,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,2,3565.7946521999547,3565.7946521999547,3566.7947002999717,3567.7973626999883,None,3567.7973626999883,3567.7973626999883,1,1412.1318999677896,space,1.4121318999677896,3569.3030113999266,3569.8160277999705,,,,,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3569.8160277999705,3569.8160277999705,space,3.1940444000065327,,,,,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3573.0497616999783,3573.0497616999783,0,8,10.233448900049552,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3583.7421083999798,3583.7421083999798,0,0,2.145974799990654,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3586.34439079999,3586.34439079999,0,3,5.323579700081609,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592.1660707999254,3592.1660707999254,0,2,4.774948599981144,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3597.421045599971,3597.421045599971,0,1,2.8699456000467762,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.7248024999863,3600.7248024999863,0,8,11.053084400016814,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3612.234603699995,3612.234603699995,0,3,8.300987700000405,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3620.9733420999255,3620.9733420999255,0,9,6.219315099995583,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3627.578449799912,3627.578449799912,0,4,2.19799349992536,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3630.18077560002,3630.18077560002,0,6,5.902962599997409,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3636.5859858000185,3636.5859858000185,1,0,19.24874599999748,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656.2540974000003,3656.2540974000003,0,7,12.674755100044422,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669.513265799964,3669.513265799964,0,1,4.355394300073385,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3674.3678682999453,3674.3678682999453,1,8,7.961345799965784,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3682.8244831999764,3682.8244831999764,0,4,8.96046239999123,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3692.2323175999336,3692.2323175999336,,None,,,,,,,elpida_131223,001,2023-12-13_14h46.19.659,game,2022.2.5,59.90642618902213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3693.050233099959,,,,,,,
