trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,key_resp_4.keys,key_resp_4.rt,text_13.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0000099999961,294.0000099999961,num_3,2.833038300006592,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.24859149999975,297.24859149999975,num_5,9.22503080000024,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.8658884999968,306.8658884999968,num_9,5.103339000001142,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.399980999995,312.399980999995,num_8,5.0588961000030395,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.8814461000002,317.8814461000002,num_7,5.992752100006328,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.28079499999876,324.28079499999876,num_7,5.440864000003785,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.13110259999667,330.13110259999667,num_4,4.078671300005226,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.59700370000064,334.59700370000064,num_5,5.508631800010335,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.5136654999951,340.5136654999951,num_2,3.623698900002637,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.5632451999991,344.5632451999991,num_8,2.6315159000077983,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.5964682999984,347.5964682999984,num_8,4.852663400000893,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.829751199999,352.829751199999,num_3,7.643752800002403,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.9306714999984,360.9306714999984,num_9,6.7432994000046165,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.09550709999894,368.09550709999894,num_8,1.5304877000016859,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.02882219999447,370.02882219999447,num_5,1.5489188000065042,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.9785647999961,371.9785647999961,num_1,4.135221600008663,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.49672830000054,376.49672830000054,num_5,2.6012088999996195,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.4948026999991,379.4948026999991,num_5,3.0749325000069803,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.9779243000012,382.9779243000012,num_6,2.976831400002993,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.36023909999494,386.36023909999494,num_8,4.60168700000213,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.37680179999734,391.37680179999734,num_5,2.6091721999982838,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.3770144000009,394.3770144000009,num_1,2.0335451000064495,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.8105332999985,396.8105332999985,num_7,5.583059200005664,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.7935845999964,402.7935845999964,num_3,2.4727655000024242,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442.4071738999992,1442.4071738999992,None,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442.4071738999992,1442.4071738999992,space,146.2028452000086,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,,,,,,,,,,,1588.631631999997,1588.631631999997,space,2.049679300005664,,,,,,,,,,,,,,,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,4,1590.7004017,1590.7004017,1593.7141073999956,1594.7135981999963,None,1594.7135981999963,1594.7135981999963,1,407.5433000107296,space,0.4075433000107296,1595.146829899997,1595.662655799999,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,4,1595.662655799999,1595.662655799999,1598.6650337999963,1599.6661183999968,None,1599.6661183999968,1599.6661183999968,1,382.946500008984,space,0.382946500008984,1600.0794057999956,1600.5960492000013,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,3,1600.5960492000013,1600.5960492000013,1602.599387999995,1603.6125788999998,None,1603.6125788999998,1603.6125788999998,1,372.51470000774134,space,0.37251470000774134,1604.028721099996,1604.5318880999985,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,3,1604.5318880999985,1604.5318880999985,1606.5492006999993,1607.5443270999967,None,1607.5443270999967,1607.5443270999967,1,313.93580000440124,space,0.31393580000440124,1607.8798115999962,1608.3953276999964,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,1,1608.3953276999964,1608.3953276999964,1608.3953276999964,1609.4688893999992,None,1609.4688893999992,1609.4688893999992,1,388.33370000793366,space,0.38833370000793366,1609.897826100001,1610.3965334999957,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,1,1610.3965334999957,1610.3965334999957,1610.3965334999957,1611.396149799999,None,1611.396149799999,1611.396149799999,1,341.4122000031057,space,0.3414122000031057,1611.778947699997,1612.3341325000001,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,1,1612.3341325000001,1612.3341325000001,1612.3341325000001,1613.3623082999984,None,1613.3623082999984,1613.3623082999984,1,295.1126000043587,space,0.2951126000043587,1613.6954176,1614.2328656999962,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,3,1614.2328656999962,1614.2328656999962,1616.2463838999975,1617.2462393999958,None,1617.2462393999958,1617.2462393999958,1,314.91850000747945,space,0.31491850000747945,1617.6112197999973,1618.115090899999,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,1,1618.115090899999,1618.115090899999,1618.115090899999,1619.144302599998,None,1619.144302599998,1619.144302599998,1,360.97690000315197,space,0.36097690000315197,1619.5447740999953,1620.0465078999987,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,1,1620.0465078999987,1620.0465078999987,1620.0465078999987,1621.0632779000007,None,1621.0632779000007,1621.0632779000007,1,306.66060000658035,space,0.30666060000658035,1621.4105180999977,1621.9124031999963,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,2,1621.9124031999963,1621.9124031999963,1622.9328513,1623.9134754999977,None,1623.9134754999977,1623.9134754999977,1,328.185400008806,space,0.328185400008806,1624.2814206999974,1624.796956099999,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,3,1624.796956099999,1624.796956099999,1626.8128785000008,1627.7949650999944,None,1627.7949650999944,1627.7949650999944,1,326.26449999952456,space,0.32626449999952456,1628.177781899998,1628.679658299996,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,2,1628.679658299996,1628.679658299996,1629.679810099995,1630.680266999996,None,1630.680266999996,1630.680266999996,1,304.98240000451915,space,0.30498240000451915,1631.0272392999977,1631.5303095999989,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,2,1631.5303095999989,1631.5303095999989,1632.5296744999941,1633.528922999998,None,1633.528922999998,1633.528922999998,1,313.105600005656,space,0.313105600005656,1633.8768906999976,1634.3940359999979,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,2,1634.3940359999979,1634.3940359999979,1635.3955638999978,1636.4095156999974,None,1636.4095156999974,1636.4095156999974,1,287.6235000003362,space,0.2876235000003362,1636.7265771999955,1637.2296271999949,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,1,1637.2296271999949,1637.2296271999949,1637.2296271999949,1638.2457635999963,None,1638.2457635999963,1638.2457635999963,1,371.93260000640294,space,0.37193260000640294,1638.6615157999986,1639.163432399997,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,1,1639.163432399997,1639.163432399997,1639.163432399997,1640.1619389999978,None,1640.1619389999978,1640.1619389999978,1,311.5417000008165,space,0.3115417000008165,1640.5110653999945,1641.012499999997,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,1,1641.012499999997,1641.012499999997,1641.012499999997,1642.0296434999982,None,1642.0296434999982,1642.0296434999982,1,332.1206000109669,space,0.3321206000109669,1642.397034900001,1642.9119692999957,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,1,1642.9119692999957,1642.9119692999957,1642.9119692999957,1643.9116140999977,None,1643.9116140999977,1643.9116140999977,1,297.87230000511045,space,0.29787230000511045,1644.244018599995,1644.7622981999957,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,1,1644.7622981999957,1644.7622981999957,1644.7622981999957,1645.7614504000012,None,1645.7614504000012,1645.7614504000012,1,264.1178000048967,space,0.2641178000048967,1646.0593741999983,1646.5794610000012,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,1,1646.5794610000012,1646.5794610000012,1646.5794610000012,1647.580213000001,None,1647.580213000001,1647.580213000001,1,277.1767000085674,space,0.2771767000085674,1647.8943489999947,1648.3944207999957,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,4,1648.3944207999957,1648.3944207999957,,,None,,,0,nan,None,,1654.7612330999982,1655.2608990000008,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,2,1655.2608990000008,1655.2608990000008,1656.2633223999946,1657.262393799996,None,1657.262393799996,1657.262393799996,1,363.1456000075559,space,0.3631456000075559,1657.6585172999985,1658.1607341999988,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,3,1658.1607341999988,1658.1607341999988,1660.1617218999963,1661.1617091999942,None,1661.1617091999942,1661.1617091999942,1,329.5779000109178,space,0.3295779000109178,1661.5257159999965,1662.0273073999997,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,2,1662.0273073999997,1662.0273073999997,1663.0288962999985,1664.0275324999966,None,1664.0275324999966,1664.0275324999966,1,310.7937000095262,space,0.3107937000095262,1664.3924325999978,1664.909527099997,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,3,1664.909527099997,1664.909527099997,1666.9098616999981,1667.9098042999976,None,1667.9098042999976,1667.9098042999976,1,364.0793000085978,space,0.3640793000085978,1668.3097531999956,1668.8097927999988,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,4,1668.8097927999988,1668.8097927999988,1671.810854999996,1672.8098742000002,None,1672.8098742000002,1672.8098742000002,1,360.3540000040084,space,0.3603540000040084,1673.2084207999942,1673.7119385999977,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,4,1673.7119385999977,1673.7119385999977,1676.7100330999965,1677.7093619999941,None,1677.7093619999941,1677.7093619999941,1,365.0205000085407,space,0.3650205000085407,1678.1080244999976,1678.6107243000006,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,1,1678.6107243000006,1678.6107243000006,1678.6107243000006,1679.6105743000007,None,1679.6105743000007,1679.6105743000007,1,471.04950001084944,space,0.47104950001084944,1680.1251628999962,1680.6268481000006,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,2,1680.6268481000006,1680.6268481000006,1681.6272013999987,1682.6262650999997,None,1682.6262650999997,1682.6262650999997,1,343.82400001049973,space,0.34382400001049973,1683.0078656999976,1683.5121195999964,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,4,1683.5121195999964,1683.5121195999964,1686.5283813999995,1687.5265534999999,None,1687.5265534999999,1687.5265534999999,1,307.574200007366,space,0.307574200007366,1687.8899993999948,1688.3941217999964,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,4,1688.3941217999964,1688.3941217999964,1691.4084191000002,1692.408371599995,None,1692.408371599995,1692.408371599995,1,353.87850000552135,space,0.35387850000552135,1692.7894671999966,1693.2937338999982,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,1,1693.2937338999982,1693.2937338999982,1693.2937338999982,1694.3089899999977,None,1694.3089899999977,1694.3089899999977,1,540.6640000001062,space,0.5406640000001062,1694.8733713999973,1695.3908505,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,1,1695.3908505,1695.3908505,1695.3908505,1696.4061584999945,None,1696.4061584999945,1696.4061584999945,1,355.77670000930084,space,0.35577670000930084,1696.7899047999963,1697.2936549000005,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,3,1697.2936549000005,1697.2936549000005,1699.2915509999948,1700.308363600001,None,1700.308363600001,1700.308363600001,1,310.5498000077205,space,0.3105498000077205,1700.6562527999995,1701.1599376000013,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,3,1701.1599376000013,1701.1599376000013,1703.1751570999986,1704.1751446999988,None,1704.1751446999988,1704.1751446999988,1,346.61000000778586,space,0.34661000000778586,1704.5728148999988,1705.0745568999992,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,1,1705.0745568999992,1705.0745568999992,1705.0745568999992,1706.0747009999977,None,1706.0747009999977,1706.0747009999977,1,471.3272000080906,space,0.4713272000080906,1706.590002099998,1707.0913507000005,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
