trial,file,corrAns,tone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.keys,response.corr,feedback_text.started,response.stopped,response.rt,instructions_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,sound_1.stopped,fixation.stopped,thank_you.started,exit_exp.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,44,1,221,0,,,,,1005.7154690000025,1006.6984936000081,1006.6993268700026,None,1,,1009.1992966999969,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,44,2,222,2,,,,,1009.215495299999,1010.199305800008,1010.1984543700091,None,1,,1012.6994669999985,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,44,3,223,3,,,,,1012.7155867999973,1013.6990613999951,1013.6988182700006,None,1,,1016.1991091999953,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,44,4,224,4,,,,,1016.2151621000085,1017.1990648000065,1017.1990960700059,t,1,,1019.6990174999955,0.7521244999952614,,,,,1018.1989213000052,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,45,0,225,4,,,,,1019.715832300004,1020.6999232000089,1020.6993096700025,t,1,,1023.1990036000061,0.8602285000088159,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,45,1,226,3,,,,,1023.2160186999972,1024.198791200004,1024.199045469999,None,1,,1026.6994821999979,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,45,2,227,2,,,,,1026.7156388000003,1027.6990629000065,1027.699580970002,None,1,,1030.1987646000052,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,45,3,228,1,,,,,1030.216140000004,1031.2000591999968,1031.198960670008,None,1,,,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,45,4,229,0,,,,,1033.7164004000078,1034.6995209000015,1034.6984147699986,None,1,,1037.1989963000087,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,46,0,230,3,,,,,1037.2154386000038,1038.1992989999999,1038.198840469995,None,1,,1040.699854400009,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,46,1,231,4,,,,,1040.7161180999974,1041.6988561000035,1041.6987775699963,t,1,,1044.199064600005,0.9809916999947745,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,46,2,232,1,,,,,1044.2163209999999,1045.1988913999958,1045.198813370007,None,1,,1047.6993336000014,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,46,3,233,2,,,,,1047.7151975000015,1048.7002688000066,1048.7001018699957,None,1,,1051.2000496999972,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,46,4,234,0,,,,,1051.2161617999955,1052.1995907999953,1052.1991988700029,None,1,,1054.6992452999984,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,47,0,235,2,,,,,1054.7156461999984,1055.698955800006,1055.6989437699958,None,1,,1058.1995860000025,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,47,1,236,0,,,,,1058.2158165,1059.1993277000001,1059.1992153699975,None,1,,1061.6991470000066,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,47,2,237,3,,,,,1061.7163841000001,1062.6990609000059,1062.6995059699984,None,1,,1065.1993075000064,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,47,3,238,4,,,,,1065.2159054000076,1066.1988381999981,1066.1995126700058,None,0,,1068.6988170999975,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,47,4,239,1,,,,,1068.715303799996,1069.6999495000055,1069.6995551699947,None,1,,1072.199817700006,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,48,0,240,2,,,,,1072.2161540000088,1073.1999708000076,1073.1988704700052,None,1,,1075.6996492000035,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,48,1,241,1,,,,,1075.7158106999996,1076.6994339999947,1076.6988210700074,None,1,,1079.1994397999952,,,,,,1077.6993771999987,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,48,2,242,3,,,,,1079.2159847000003,1080.1987681000028,1080.1988640700001,None,1,,1082.6995325000025,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,48,3,243,4,,,,,1082.716987000007,1083.7002689000074,1083.700577570009,t,1,,1086.1994401999982,0.9068355999916093,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,48,4,244,0,,,,,1086.2172531999968,1087.1991667999973,1087.199069470007,None,1,,1089.699879000007,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,49,0,245,2,,,,,1089.7162704000075,1090.699320300002,1090.6991840700066,None,1,,1093.199835499996,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,49,1,246,4,,,,,1093.2171591000078,1094.1989810999949,1094.1996803700022,t,1,,1096.6993790999986,0.9920879999990575,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,49,2,247,1,,,,,1096.7162822999962,1097.700727000003,1097.699322569999,None,1,,1100.199517400004,,,,,,1098.699568600001,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,49,3,248,3,,,,,1100.2157316999946,1101.1994989999948,1101.199388470006,None,1,,1103.7002141999983,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,49,4,249,0,,,,,1103.717067000005,1104.6995562000084,1104.6998152699962,None,1,,1107.1993856000045,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,50,0,250,3,,,,,1107.216029999996,1108.1996288000082,1108.1992628699954,None,1,,1110.7002219999995,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,50,1,251,2,,,,,1110.7162013000052,1111.7005571000045,1111.6998318700062,None,1,,1114.2003228999965,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,50,2,252,1,,,,,1114.216375300006,1115.1994902000006,1115.1994297700003,None,1,,1117.7002960999962,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,50,3,253,0,,,,,1117.7164913000015,1118.699603400004,1118.6995951700083,None,1,,1121.199266399999,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,50,4,254,4,,,,,1121.216132200003,1122.199491499996,1122.199673969997,t,1,,1124.6991069000069,0.8004999999975553,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,51,0,255,3,,,,,1124.7161347000074,1125.699727900006,1125.6997251700086,None,1,,1128.1996891000017,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,51,1,256,2,,,,,1128.2158865999954,1129.1996581999992,1129.1996743700001,None,1,,1131.699732699999,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,51,2,257,0,,,,,1131.7165053000062,1132.6998228000011,1132.701080769999,None,1,,1135.2004599000065,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,51,3,258,4,,,,,1135.2166846000036,1136.1997617000015,1136.1993851699954,t,1,,1138.6996993000066,0.7519592000026023,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,51,4,259,1,,,,,1138.7160300999967,1139.700207700007,1139.6989193699992,None,1,,1142.1996751999977,,,,,,1140.6998621999956,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,52,0,260,4,,,,,1142.2162585000042,1143.1997564000048,1143.1995063700015,t,1,,1145.6997212999995,0.8953866000083508,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,52,1,261,0,,,,,1145.7163721999968,1146.699560100009,1146.6995903700008,None,1,,1149.2006853000057,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,52,2,262,2,,,,,1149.216704999999,1150.1997928000055,1150.1989027700038,None,1,,1152.6995413999975,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,52,3,263,1,,,,,1152.7157731000043,1153.6993460000085,1153.699120670004,None,1,,1156.1995539000054,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,52,4,264,3,,,,,1156.2166140000045,1157.1995329000056,1157.1995130700088,None,1,,1159.6996255999984,,,,,,1158.2001179000072,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,53,0,265,1,,,,,1159.7183545000007,1160.7003135999985,1160.699685569998,None,1,,1163.2004882000037,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,53,1,266,3,,,,,1163.2164301000012,1164.1999408999982,1164.2000560699962,None,1,,1166.7010463000042,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,53,2,267,4,,,,,1166.7174219000008,1167.6996555000078,1167.7000689700071,t,1,,1170.1997097999993,0.8195172999985516,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,53,3,268,0,,,,,1170.216932299998,1171.2002435000031,1171.200389370002,None,1,,1173.6998681999976,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,53,4,269,2,,,,,1173.7160521000042,1174.7000679000048,1174.699768270002,None,1,,1177.2000741999946,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,54,0,270,4,,,,,1177.2166380999988,1178.2006390000024,1178.2001292700006,t,1,,,1.1602405999874463,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,54,1,271,3,,,,,1180.7166108999954,1181.7001990999997,1181.7001237700024,None,1,,1184.200666500008,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,54,2,272,2,,,,,1184.2165699000034,1185.1991035999963,1185.19919467,None,1,,1187.700125400006,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,54,3,273,0,,,,,1187.7166298000084,1188.6995167999994,1188.6997194700089,None,1,,1191.1997803999984,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,54,4,274,1,,,,,1191.217482100008,1192.2004633000033,1192.199986770007,None,1,,1194.6997409000032,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,55,0,275,0,,,,,1194.716593899997,1195.700091000006,1195.6996872699965,None,1,,1198.2002694999974,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,55,1,276,3,,,,,1198.216535700005,1199.2005663000018,1199.1994808699965,None,1,,1201.6998945999949,,,,,,1200.200127899996,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,55,2,277,1,,,,,1201.7170207000017,1202.7006041999994,1202.6998032700067,None,1,,1205.2004619000072,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,55,3,278,4,,,,,1205.2175106000068,1206.1998359999998,1206.2003030699998,t,1,,1208.7002018000057,0.8802416000107769,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,55,4,279,2,,,,,1208.7167172000045,1209.6995824000041,1209.699825470001,None,1,,1212.1999885999976,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,56,0,280,1,,,,,1212.2169031999947,1213.1997613999993,1213.1993496700015,None,1,,1215.7006343999965,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,56,1,281,2,,,,,1215.7164309000073,1216.6993740000034,1216.699324369998,None,1,,1219.2001192000025,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,56,2,282,0,,,,,1219.216595100006,1220.1998771000071,1220.1995531700086,None,1,,1222.7005156000087,,,,,,1221.1998612000025,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,56,3,283,3,,,,,1222.7166784,1223.6999780000042,1223.6995220700046,None,1,,1226.200549000001,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,56,4,284,4,,,,,1226.217105799995,1227.1999977000087,1227.1999969699973,t,1,,1229.7000346999994,0.6566766000032658,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,57,0,285,4,,,,,1229.7169121000043,1230.6998062000057,1230.7003034700028,t,1,,1233.1997747999994,0.956068299987237,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,57,1,286,2,,,,,1233.216391199996,1234.2004520000046,1234.1998314700031,None,1,,1236.7000415000075,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,57,2,287,1,,,,,1236.716952600007,1237.6996999999974,1237.7001859699958,None,1,,1240.2001472999982,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,57,3,288,3,,,,,1240.216973600007,1241.2002837000036,1241.2000179699971,None,1,,1243.7008980999963,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,57,4,289,0,,,,,1243.717271600006,1244.700737200008,1244.6995441699983,None,1,,1247.2001720999979,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,58,0,290,3,,,,,1247.2166613000009,1248.2000652999996,1248.1998476699955,None,1,,1250.700427600008,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,58,1,291,0,,,,,1250.7169867000048,1251.7002568000025,1251.699944070002,None,1,,1254.199627000009,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,58,2,292,4,,,,,1254.2165088000038,1255.2002089000016,1255.1995276700036,t,1,,1257.7007183999958,0.8480882000003476,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,58,3,293,2,,,,,1257.7168417000066,1258.7000116999989,1258.699742769997,None,1,,1261.1995883000054,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,58,4,294,1,,,,,1261.2162589000072,1262.2002259,1262.2002695700066,None,1,,1264.7003276000032,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,59,0,295,4,,,,,1264.7177717000013,1265.7004278999957,1265.7001053700078,t,1,,1268.1999851,0.9157119000010425,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,59,1,296,1,,,,,1268.2162378000066,1269.1997736000048,1269.1996782700007,None,1,,1271.7000675000018,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,59,2,297,2,,,,,1271.7168530000054,1272.7002659999998,1272.6998952700087,None,1,,1275.2001591000007,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,59,3,298,0,,,,,1275.2167715999967,1276.2006565000047,1276.1999468700087,None,1,,1278.7002012000012,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,59,4,299,3,,,,,1278.717041900003,1279.699791200008,1279.6998355700052,None,1,,1282.2002167000028,,,,,,1280.7002887999988,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.2172619000048,1285.2001665999996,1285.2167078000057,,,,,,,
